video_url,title,description,length,length_in_minutes,views,upload_date,related_tags,translations,speaker_name,speaker_profession,,orig
https://www.ted.com/talks/prosanta_chakrabarty_clues_to_prehistoric_times_found_in_blind_cavefish,"Clues to prehistoric times, found in blind cavefish","TED Fellow Prosanta Chakrabarty explores hidden parts of the world in search of new species of cave-dwelling fish. These subterranean creatures have developed fascinating adaptations, and they provide biological insights into blindness as well as geological clues about how the continents broke apart million of years ago. Contemplate deep time in this short talk.",0:04:42,4.7,1236583,2016-06-30T15:18:38+00:00,"['ancient world', 'animals', 'biodiversity', 'biology', 'brain', 'biomechanics', 'curiosity', 'environment', 'DNA', 'evolution', 'exploration', 'fish', 'history', 'life', 'nature', 'science', 'TED Fellows', 'time', 'sight', 'ecology', 'blindness']","['Bahasa Indonesia', 'Deutsch', 'English', 'Español', 'Français', 'Italiano', 'Latviešu', 'Magyar', 'Nederlands', 'Norsk bokmål', 'Polski', 'Português brasileiro', 'Português de Portugal', 'Română', 'Slovenščina', 'Tiếng Việt', 'Türkçe', 'Čeština', 'Ελληνικά', 'Русский', 'Српски, Srpski', 'Українська', 'български', 'עברית', 'العربية', 'فارسى', 'বাংলা', 'മലയാളം', 'ภาษาไทย', 'မြန်မာဘာသာ', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Prosanta Chakrabarty,Ichthyologist,,middle
https://www.ted.com/talks/alice_dreger_is_anatomy_destiny,Is anatomy destiny?,"Alice Dreger works with people at the edge of anatomy, such as conjoined twins and intersexed people. In her observation, it's often a fuzzy line between male and female, among other anatomical distinctions. Which brings up a huge question: Why do we let our anatomy determine our fate?",0:18:27,18.45,1235382,2011-06-10T15:28:00+00:00,"['Gender spectrum', 'TEDx', 'culture', 'gender']","['Bahasa Indonesia', 'Deutsch', 'English', 'Español', 'Français', 'Hrvatski', 'Italiano', 'Lietuvių kalba', 'Nederlands', 'Polski', 'Português brasileiro', 'Português de Portugal', 'Română', 'Slovenčina', 'Svenska', 'Tiếng Việt', 'Türkçe', 'Ελληνικά', 'Русский', 'Українська', 'български', 'עברית', 'العربية', 'فارسى', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Alice Dreger,Historian,,middle
https://www.ted.com/talks/jane_mcgonigal_massively_multi_player_thumb_wrestling,Massively multi-player… thumb-wrestling?,"What happens when you get an entire audience to stand up and connect with one another? Chaos, that's what. At least, that's what happened when Jane McGonigal tried to teach TED to play her favorite game. Then again, when the game is ""massively multiplayer thumb-wrestling,"" what else would you expect?",0:07:07,7.116666667,1234996,2013-11-15T16:03:37+00:00,"['entertainment', 'gaming', 'performance']","['Dansk', 'Deutsch', 'English', 'Español', 'Français', 'Hrvatski', 'Italiano', 'Magyar', 'Nederlands', 'Polski', 'Português brasileiro', 'Română', 'Shqip', 'Svenska', 'Tiếng Việt', 'Türkçe', 'Čeština', 'Ελληνικά', 'Русский', 'Српски, Srpski', 'български', 'עברית', 'العربية', 'فارسى', 'मराठी', 'हिन्दी', 'മലയാളം', 'ภาษาไทย', '中文 (简体)', '中文 (粵語)', '中文 (繁體)', '日本語', '한국어']",Jane McGonigal,Game Designer,,middle
https://www.ted.com/talks/estelle_gibson_the_true_cost_of_financial_dependence,The true cost of financial dependence,"Giving up control of your finances -- voluntarily or otherwise -- can leave you powerless and, in some cases, confined to a cycle of abuse. In this personal talk, accountant Estelle Gibson shares her own story of recovering from financial dependence and provides actionable advice to empower others who desire the freedom that comes with being responsible for your own money.",0:08:28,8.466666667,1271808,2020-06-01T15:32:23+00:00,"['life', 'TEDx', 'finance', 'self', 'money']","['Català', 'English', 'Español', 'Français', 'Português brasileiro', 'Português de Portugal', 'Română', 'Türkçe', 'العربية', 'فارسى', 'हिन्दी', 'မြန်မာဘာသာ', '中文 (简体)', '日本語', '한국어']",Estelle Gibson,Accountant,,middle
https://www.ted.com/talks/leo_igwe_why_i_choose_humanism_over_faith,Why I choose humanism over faith,"As a humanist, Leo Igwe doesn't believe in divine intervention -- but he does believe in the power of human beings to alleviate suffering, cure disease, preserve the planet and turn situations of poverty into prosperity. In this bold talk, Igwe shares how humanism can free Africans from damaging superstitions and give them the power to rebuild the continent.",0:10:12,10.2,1233088,2018-03-29T19:42:47+00:00,"['religion', 'Africa', 'faith', 'society', 'humanity', 'community', 'collaboration']","['Deutsch', 'English', 'Español', 'Français', 'Hrvatski', 'Magyar', 'Nederlands', 'Português brasileiro', 'Português de Portugal', 'Română', 'Tiếng Việt', 'Türkçe', 'Русский', 'Українська', 'עברית', 'العربية', 'فارسى', 'ภาษาไทย', '中文 (简体)', '中文 (繁體)', '한국어']",Leo Igwe,Human rights activist,,middle
https://www.ted.com/talks/kenny_coogan_licking_bees_and_pulping_trees_the_reign_of_a_wasp_queen,Licking bees and pulping trees: The reign of a wasp queen,"As the sun rises, something royal stirs inside a pile of firewood. It's the wasp queen; one of thousands who mated in late autumn and hibernated through the winter. Now she must emerge into the spring air to begin her reign. This queen is the lone survivor of her old hive, and now, she must become the foundress of a new one. Kenny Coogan details a year in the life of a wasp queen. [Directed Biljana Labovic, animated by Denis Chapon, narrated by Addison Anderson, music Stephen LaRosa].",0:04:53,4.883333333,1247052,2020-01-28T16:12:57+00:00,"['TED-Ed', 'animation', 'education', 'insects', 'biodiversity', 'bees', 'nature', 'climate change', 'science', 'biology']","['Català', 'English', 'Español', 'Français', 'Magyar', 'Português brasileiro', 'Português de Portugal', 'Türkçe', 'Русский', 'العربية', 'فارسى', 'کوردی', '中文 (简体)', '中文 (繁體)', '日本語']",Kenny Coogan,Educator,,middle
https://www.ted.com/talks/fawn_qiu_easy_diy_projects_for_kid_engineers,Easy DIY projects for kid engineers,"TED Resident Fawn Qiu designs fun, low-cost projects that use familiar materials like paper and fabric to introduce engineering to kids. In this quick, clever talk, she shares how nontraditional workshops like hers can change the perception of technology and inspire students to participate in creating it.",0:06:55,6.916666667,1230844,2016-11-10T16:10:55+00:00,"['children', 'education', 'computers', 'innovation', 'personal growth', 'design', 'programming', 'invention', 'engineering', 'technology', 'teaching', 'creativity', 'TED Residency']","['Bahasa Indonesia', 'Deutsch', 'English', 'Español', 'Esperanto', 'Français', 'Hrvatski', 'Italiano', 'Lietuvių kalba', 'Magyar', 'Nederlands', 'Português brasileiro', 'Português de Portugal', 'Română', 'Slovenčina', 'Svenska', 'Tiếng Việt', 'Türkçe', 'Čeština', 'Ελληνικά', 'Русский', 'Српски, Srpski', 'עברית', 'العربية', 'فارسى', 'मराठी', 'हिन्दी', 'ภาษาไทย', 'မြန်မာဘာသာ', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Fawn Qiu,Technologist,,middle
https://www.ted.com/talks/nancy_rabalais_the_dead_zone_of_the_gulf_of_mexico,"The ""dead zone"" of the Gulf of Mexico","Ocean expert Nancy Rabalais tracks the ominously named ""dead zone"" in the Gulf of Mexico -- where there isn't enough oxygen in the water to support life. The Gulf has the second largest dead zone in the world; on top of killing fish and crustaceans, it's also killing fisheries in these waters. Rabalais tells us about what's causing it -- and how we can reverse its harmful effects and restore one of America's natural treasures.",0:11:55,11.91666667,1230920,2018-04-18T17:25:41+00:00,"['pollution', 'oceans', 'farming', 'food', 'life', 'biosphere', 'science', 'marine biology']","['Bahasa Indonesia', 'Deutsch', 'English', 'Español', 'Français', 'Italiano', 'Português brasileiro', 'Português de Portugal', 'Slovenčina', 'Tiếng Việt', 'Türkçe', 'Русский', 'العربية', 'فارسى', 'ภาษาไทย', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Nancy Rabalais,"Marine scientist, educator",,middle
https://www.ted.com/talks/quyen_nguyen_color_coded_surgery,Color-coded surgery,"Surgeons are taught from textbooks which conveniently color-code the types of tissues, but that's not what it looks like in real life -- until now. At TEDMED Quyen Nguyen demonstrates how a molecular marker can make tumors light up in neon green, showing surgeons exactly where to cut.",0:15:53,15.88333333,1230290,2011-12-13T16:03:30+00:00,"['cancer', 'medicine', 'science', 'technology', 'biotech', 'Nobel Prize', 'molecular biology', 'biology', 'health care', 'medical research', 'Surgery', 'innovation']","['Deutsch', 'English', 'Español', 'Français', 'Hrvatski', 'Italiano', 'Magyar', 'Nederlands', 'Polski', 'Português brasileiro', 'Português de Portugal', 'Română', 'Svenska', 'Tiếng Việt', 'Türkçe', 'Русский', 'Српски, Srpski', 'български', 'עברית', 'العربية', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Quyen Nguyen,Surgeon,,middle
https://www.ted.com/talks/patrick_lin_the_ethical_dilemma_of_self_driving_cars,The ethical dilemma of self-driving cars,"Self-driving cars are already cruising the streets today. And while these cars will ultimately be safer and cleaner than their manual counterparts, they can't completely avoid accidents altogether. How should the car be programmed if it encounters an unavoidable accident? Patrick Lin navigates the murky ethics of self-driving cars.",0:04:16,4.266666667,1235283,2017-09-07T19:07:44+00:00,"['TED-Ed', 'driverless cars', 'cars', 'morality', 'AI', 'machine learning']","['Deutsch', 'English', 'Español', 'Français', 'Italiano', 'Magyar', 'Português brasileiro', 'Português de Portugal', 'Suomi', 'Tiếng Việt', 'Türkçe', 'Ελληνικά', 'Русский', 'Српски, Srpski', 'עברית', 'العربية', 'فارسى', 'मराठी', 'ภาษาไทย', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Patrick Lin,Educator,,middle
https://www.ted.com/talks/scott_mccloud_the_visual_magic_of_comics,The visual magic of comics,"In this unmissable look at the magic of comics, Scott McCloud bends the presentation format into a cartoon-like experience, where colorful diversions whiz through childhood fascinations and imagined futures that our eyes can hear and touch.",0:16:50,16.83333333,1230571,2009-01-13T01:00:00+00:00,"['art', 'children', 'computers', 'creativity', 'design', 'entertainment', 'future', 'history', 'books']","['Dansk', 'Deutsch', 'English', 'Español', 'Français', 'Hrvatski', 'Italiano', 'Magyar', 'Nederlands', 'Norsk bokmål', 'Polski', 'Português brasileiro', 'Português de Portugal', 'Română', 'Tiếng Việt', 'Türkçe', 'Ελληνικά', 'Русский', 'Српски, Srpski', 'български', 'עברית', 'العربية', '中文 (简体)', '中文 (繁體)', '한국어']",Scott McCloud,Cartoonist,,middle
https://www.ted.com/talks/devita_davison_how_urban_agriculture_is_transforming_detroit,How urban agriculture is transforming Detroit,"There's something amazing growing in the city of Detroit: healthy, accessible, delicious, fresh food. In a spirited talk, fearless farmer Devita Davison explains how features of Detroit's decay actually make it an ideal spot for urban agriculture. Join Davison for a walk through neighborhoods in transformation as she shares stories of opportunity and hope. ""These aren't plots of land where we're just growing tomatoes and carrots,"" Davison says. ""We're building social cohesion as well as providing healthy, fresh food.""",0:12:14,12.23333333,1229710,2017-12-07T20:56:19+00:00,"['agriculture', 'community', 'culture', 'cities', 'garden', 'public health', 'farming', 'society', 'food', 'personal growth', 'urban']","['Deutsch', 'English', 'Español', 'Français', 'Italiano', 'Português brasileiro', 'Svenska', 'Türkçe', 'Русский', 'العربية', 'فارسى', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Devita Davison,Food activist,,middle
https://www.ted.com/talks/anna_deavere_smith_four_american_characters,Four American characters,"Writer and actor Anna Deavere Smith gives life to author Studs Terkel, convict Paulette Jenkins, a Korean shopkeeper and a bull rider, excerpts from her solo show ""On the Road: A Search for American Character.""",0:22:53,22.88333333,1229487,2007-02-09T00:11:00+00:00,"['MacArthur grant', 'United States', 'culture', 'entertainment', 'history', 'interview', 'performance', 'performance art', 'race', 'sports', 'storytelling', 'theater']","['English', 'Español', 'Français', 'Hrvatski', 'Italiano', 'Nederlands', 'Polski', 'Português brasileiro', 'Română', 'Tiếng Việt', 'Türkçe', 'Русский', 'български', 'עברית', 'العربية', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Anna Deavere Smith,"Actor, playwright, social critic",,middle
https://www.ted.com/talks/maria_bezaitis_why_we_need_strangeness,Why we need strangeness,"In our digital world, social relations have become mediated by data. Without even realizing it, we're barricading ourselves against strangeness -- people and ideas that don't fit the patterns of who we already know, what we already like and where we've already been. Maria Bezaitis makes a bold call for technology to deliver us to what and who we need, even if it's unfamiliar and strange.",0:07:37,7.616666667,1229020,2013-05-14T15:00:03+00:00,"['culture', 'data', 'sociology', 'technology']","['Bahasa Indonesia', 'Crnogorski', 'Dansk', 'Deutsch', 'English', 'Español', 'Français', 'Hrvatski', 'Italiano', 'Lietuvių kalba', 'Magyar', 'Nederlands', 'Polski', 'Português brasileiro', 'Português de Portugal', 'Română', 'Tiếng Việt', 'Türkçe', 'Ελληνικά', 'Русский', 'Српски, Srpski', 'Українська', 'български', 'עברית', 'العربية', 'فارسى', 'ภาษาไทย', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Maria Bezaitis,Computer engineer,,middle
https://www.ted.com/talks/erin_marie_saltman_how_young_people_join_violent_extremist_groups_and_how_to_stop_them,How young people join violent extremist groups — and how to stop them,Terrorists and extremists aren't all naturally violent sociopaths -- they're deliberately recruited and radicalized in a process that doesn't fit into a neat pattern. Erin Marie Saltman discusses the push and pull factors that cause people to join extremist groups and explains innovative ways of preventing and countering radicalization.,0:11:21,11.35,1228463,2017-09-05T19:54:28+00:00,"['security', 'social media', 'terrorism', 'TEDx', 'violence']","['Bahasa Indonesia', 'Deutsch', 'English', 'Español', 'Français', 'Hrvatski', 'Polski', 'Português brasileiro', 'Português de Portugal', 'Tiếng Việt', 'Türkçe', 'Русский', 'Српски, Srpski', 'Українська', 'עברית', 'العربية', 'فارسى', 'کوردی', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Erin Marie Saltman,Policy researcher,,middle
https://www.ted.com/talks/ge_wang_the_diy_orchestra_of_the_future,The DIY orchestra of the future,"Ge Wang makes computer music, but it isn't all about coded bleeps and blips. With the Stanford Laptop Orchestra, he creates new instruments out of unexpected materials—like an Ikea bowl—that allow musicians to play music that's both beautiful and expressive.",0:17:25,17.41666667,1227280,2014-06-26T14:47:22+00:00,"['TEDx', 'music', 'technology', 'live music', 'entertainment']","['English', 'Español', 'Français', 'Italiano', 'Polski', 'Português brasileiro', 'Română', 'Tiếng Việt', 'Ελληνικά', 'Русский', 'български', 'עברית', 'العربية', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Ge Wang,Music technologist,,middle
https://www.ted.com/talks/ian_firth_bridges_should_be_beautiful,Bridges should be beautiful,"Bridges need to be functional, safe and durable, but they should also be elegant and beautiful, says structural engineer Ian Firth. In this mesmerizing tour of bridges old and new, Firth explores the potential for innovation and variety in this essential structure -- and how spectacular ones reveal our connectivity, unleash our creativity and hint at our identity.",0:13:53,13.88333333,1226865,2018-06-27T14:43:03+00:00,"['architecture', 'beauty', 'community', 'engineering', 'identity', 'creativity', 'infrastructure', 'public spaces', 'innovation']","['English', 'Español', 'Français', 'Magyar', 'Polski', 'Português brasileiro', 'Português de Portugal', 'Română', 'Türkçe', 'Русский', 'Українська', 'Հայրեն', 'עברית', 'العربية', 'فارسى', '中文 (简体)', '中文 (繁體)', '한국어']",Ian Firth,"Engineer, bridge designer",,middle
https://www.ted.com/talks/tom_wujec_3_ways_the_brain_creates_meaning,3 ways the brain creates meaning,"Information designer Tom Wujec talks through three areas of the brain that help us understand words, images, feelings, connections. In this short talk from TEDU, he asks: How can we best engage our brains to help us better understand big ideas?",0:06:14,6.233333333,1226637,2009-07-07T01:00:00+00:00,"['brain', 'creativity', 'design', 'presentation', 'technology', 'visualizations']","['Bahasa Indonesia', 'Dansk', 'Deutsch', 'English', 'Español', 'Français', 'Français canadien', 'Hrvatski', 'Italiano', 'Magyar', 'Nederlands', 'Polski', 'Português brasileiro', 'Português de Portugal', 'Română', 'Shqip', 'Slovenčina', 'Slovenščina', 'Tiếng Việt', 'Türkçe', 'Čeština', 'Ελληνικά', 'Русский', 'Српски, Srpski', 'Українська', 'български', 'македонски', 'עברית', 'العربية', 'فارسى', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Tom Wujec,Designer,,middle
https://www.ted.com/talks/robert_gupta_between_music_and_medicine,Between music and medicine,"When Robert Gupta was caught between a career as a doctor and as a violinist, he realized his place was in the middle, with a bow in his hand and a sense of social justice in his heart. He tells a moving story of society's marginalized and the power of music therapy, which can succeed where conventional medicine fails.",0:16:12,16.2,1226392,2012-10-02T15:00:50+00:00,"['TED Fellows', 'activism', 'live music', 'medicine', 'music', 'performance', 'violin', 'entertainment']","['Deutsch', 'English', 'Español', 'Français', 'Hrvatski', 'Italiano', 'Magyar', 'Nederlands', 'Polski', 'Português brasileiro', 'Português de Portugal', 'Română', 'Slovenčina', 'Tiếng Việt', 'Türkçe', 'Čeština', 'Ελληνικά', 'Русский', 'Српски, Srpski', 'Українська', 'български', 'עברית', 'العربية', 'فارسى', 'کوردی', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Robert Gupta,Violinist,,middle
https://www.ted.com/talks/sebastian_junger_our_lonely_society_makes_it_hard_to_come_home_from_war,Our lonely society makes it hard to come home from war,"Sebastian Junger has seen war up close, and he knows the impact that battlefield trauma has on soldiers. But he suggests there's another major cause of pain for veterans when they come home: the experience of leaving the tribal closeness of the military and returning to an alienating and bitterly divided modern society. ""Sometimes, we ask ourselves if we can save the vets,"" Junger says. ""I think the real question is if we can save ourselves.""",0:13:20,13.33333333,1226881,2016-05-18T14:22:09+00:00,"['culture', 'depression', 'film', 'humanity', 'journalism', 'life', 'mental health', 'military', 'pain', 'social change', 'violence', 'war', 'death', 'PTSD']","['Deutsch', 'English', 'Español', 'Français', 'Italiano', 'Magyar', 'Nederlands', 'Polski', 'Português brasileiro', 'Português de Portugal', 'Română', 'Tiếng Việt', 'Türkçe', 'Русский', 'Српски, Srpski', 'Українська', 'עברית', 'العربية', 'فارسى', 'ภาษาไทย', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Sebastian Junger,Journalist and documentarian,,middle
https://www.ted.com/talks/karim_abouelnaga_a_summer_school_kids_actually_want_to_attend,A summer school kids actually want to attend,"In the US, most kids have a very long summer break, during which they forget an awful lot of what they learned during the school year. This ""summer slump"" affects kids from low-income neighborhoods most, setting them back almost three months. TED Fellow Karim Abouelnaga has a plan to reverse this learning loss. Learn how he's helping kids improve their chances for a brighter future.",0:06:57,6.95,1225294,2017-05-05T14:48:59+00:00,"['children', 'inequality', 'education', 'personal growth', 'social change', 'teaching', 'society', 'TED Fellows']","['Bahasa Indonesia', 'English', 'Español', 'Français', 'Hrvatski', 'Italiano', 'Kiswahili', 'Magyar', 'Nederlands', 'Português brasileiro', 'Português de Portugal', 'Română', 'Svenska', 'Tiếng Việt', 'Türkçe', 'Монгол', 'Русский', 'Српски, Srpski', 'Українська', 'български', 'Հայրեն', 'עברית', 'العربية', 'فارسى', 'کوردی', 'हिन्दी', 'မြန်မာဘာသာ', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Karim Abouelnaga,Education entrepreneur,,middle
https://www.ted.com/talks/oskar_eustis_why_theater_is_essential_to_democracy,Why theater is essential to democracy,"Truth comes from the collision of different ideas, and theater plays an essential role in showing us that truth, says legendary artistic director Oskar Eustis. In this powerful talk, Eustis outlines his plan to reach (and listen to) people in places across the US where the theater, like many other institutions, has turned its back -- like the deindustrialized Rust Belt. ""Our job is to try to hold up a vision to America that shows not only who all of us are individually, but that welds us back into the commonality that we need to be,"" Eustis says. ""That's what the theater is supposed to do.""",0:12:52,12.86666667,1224790,2018-06-04T15:01:12+00:00,"['art', 'collaboration', 'communication', 'community', 'creativity', 'democracy', 'history', 'performance art', 'politics', 'society', 'social change', 'theater', 'United States']","['Deutsch', 'English', 'Español', 'Français', 'Magyar', 'Português brasileiro', 'Português de Portugal', 'Türkçe', 'Ελληνικά', 'Русский', 'Српски, Srpski', 'עברית', 'العربية', 'فارسى', '中文 (繁體)', '日本語', '한국어']",Oskar Eustis,Theater director,,middle
https://www.ted.com/talks/mary_bassett_why_your_doctor_should_care_about_social_justice,Why your doctor should care about social justice,"In Zimbabwe in the 1980s, Mary Bassett witnessed the AIDS epidemic firsthand, and she helped set up a clinic to treat and educate local people about the deadly virus. But looking back, she regrets not sounding the alarm for the real problem: the structural inequities embedded in the world's political and economic organizations, inequities that make marginalized people more vulnerable. These same structural problems exist in the United States today, and as New York City's Health Commissioner, Bassett is using every chance she has to rally support for health equity and speak out against racism. ""We don't have to have all the answers to call for change,"" she says. ""We just need courage.""",0:13:42,13.7,1224495,2016-02-25T16:02:42+00:00,"['Africa', 'big problems', 'AIDS', 'disease', 'government', 'global issues', 'health', 'health care', 'inequality', 'illness', 'medical research', 'medicine', 'race', 'public health', 'social change', 'TEDMED', 'virus', 'United States']","['Deutsch', 'English', 'Español', 'Français', 'Italiano', 'Nederlands', 'Português brasileiro', 'Português de Portugal', 'Română', 'Tiếng Việt', 'Türkçe', 'Ελληνικά', 'Русский', 'Српски, Srpski', 'עברית', 'العربية', 'فارسى', 'ภาษาไทย', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Mary Bassett,New York City Health Commissioner,,middle
https://www.ted.com/talks/elizabeth_camarillo_gutierrez_what_s_missing_from_the_american_immigrant_narrative,What's missing from the American immigrant narrative,"Recounting her story of finding opportunity and stability in the US, Elizabeth Camarillo Gutierrez examines the flaws in narratives that simplify and idealize the immigrant experience -- and shares hard-earned wisdom on the best way to help those around us. ""Our world is one that flourishes when different voices come together,"" she says.",0:10:45,10.75,1250457,2020-04-21T14:55:25+00:00,"['life', 'society', 'immigration', 'humanity', 'self', 'personal growth']","['English', 'Español', 'Français', 'Magyar', 'Português brasileiro', 'Português de Portugal', 'Türkçe', 'العربية', 'हिन्दी', '한국어']",Elizabeth Camarillo Gutierrez,Analyst,,middle
https://www.ted.com/talks/nitish_padmanaban_autofocusing_reading_glasses_of_the_future,Autofocusing reading glasses of the future,"As you age, you gradually lose the ability to refocus your eyes -- a phenomenon as old as humanity itself -- leading to a reliance on bifocals, contacts and procedures like LASIK surgery. Electrical engineer Nitish Padmanaban offers a glimpse of cutting-edge tech that's truly a sight for sore eyes: dynamic, autofocusing lenses that track your sight and adjust to what you see, both near and far.",0:06:43,6.716666667,1258278,2020-05-28T15:00:34+00:00,"['sight', 'engineering', 'technology', 'TEDx', 'future']","['Dansk', 'English', 'Español', 'Hrvatski', 'Português brasileiro', 'Português de Portugal', 'Română', 'Türkçe', 'Русский', 'български', 'العربية', 'فارسى', 'မြန်မာဘာသာ', '中文 (简体)', '한국어']",Nitish Padmanaban,Electrical engineer,,middle
https://www.ted.com/talks/uri_alon_a_covid_19_exit_strategy_to_end_lockdown_and_reopen_the_economy,"A COVID-19 ""exit"" strategy to end lockdown and reopen the economy","How can we return to work without spurring a second surge of coronavirus infection? Biologist Uri Alon shares a thought-provoking strategy: four days at work followed by 10 days of lockdown, a cycle that would exploit a weakness in the virus's biology and potentially cut its reproductive rate to a manageable level. Learn more about this approach -- which has already been adopted by both companies and countries -- and how it could be a key to reopening the economy responsibly. (This virtual conversation, hosted by head of TED Chris Anderson and science curator David Biello, was recorded on May 20, 2020.)",0:15:42,15.7,1260278,2020-05-26T19:10:19+00:00,"['work', 'pandemic', 'coronavirus', 'future', 'health', 'economics', 'virus']","['English', 'Español', 'Français', 'Magyar', 'Português brasileiro', 'Português de Portugal', 'Română', 'Türkçe', 'Русский', 'български', 'עברית', 'العربية', 'فارسى', 'मराठी', '中文 (简体)']",Uri Alon,Biologist,,middle
https://www.ted.com/talks/keller_rinaudo_how_we_re_using_drones_to_deliver_blood_and_save_lives,How we're using drones to deliver blood and save lives,"Keller Rinaudo wants everyone on earth to have access to basic health care, no matter how hard it is to reach them. With his start-up Zipline, he has created the world's first drone delivery system to operate at national scale, transporting blood and plasma to remote clinics in East Africa with a fleet of electric autonomous aircraft. Find out how Rinaudo and his team are working to transform health care logistics throughout the world -- and inspiring the next generation of engineers along the way.",0:15:22,15.36666667,1223150,2017-11-28T15:49:46+00:00,"['Africa', 'disease', 'drones', 'entrepreneur', 'health', 'health care', 'innovation', 'medicine', 'social change', 'technology']","['Deutsch', 'English', 'Español', 'Français', 'Italiano', 'Magyar', 'Português brasileiro', 'Română', 'Svenska', 'Türkçe', 'Русский', 'Српски, Srpski', 'Українська', 'עברית', 'العربية', 'فارسى', 'हिन्दी', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Keller Rinaudo,Robotics entrepreneur,,middle
https://www.ted.com/talks/damon_davis_courage_is_contagious,Courage is contagious,"When artist Damon Davis went to join the protests in Ferguson, Missouri, after police killed Michael Brown in 2014, he found not only anger but also a sense of love for self and community. His documentary ""Whose Streets?"" tells the story of the protests from the perspective of the activists who showed up to challenge those who use power to spread fear and hate.",0:05:18,5.3,1223095,2017-08-14T14:59:24+00:00,"['activism', 'art', 'film', 'community', 'fear', 'inequality', 'protests', 'race', 'TED Fellows', 'social change']","['Bahasa Indonesia', 'Bosanski', 'Català', 'Dansk', 'Deutsch', 'English', 'Español', 'Français', 'Hrvatski', 'Italiano', 'Nederlands', 'Norsk bokmål', 'Polski', 'Português brasileiro', 'Português de Portugal', 'Română', 'Svenska', 'Tiếng Việt', 'Türkçe', 'Čeština', 'Ελληνικά', 'Русский', 'Српски, Srpski', 'Українська', 'български', 'עברית', 'العربية', 'فارسى', 'پښتو', 'मराठी', 'हिन्दी', 'বাংলা', 'ਪੰਜਾਬੀ', 'తెలుగు', 'ภาษาไทย', 'မြန်မာဘာသာ', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Damon Davis,Artist and filmmaker,,middle
https://www.ted.com/talks/eric_mead_the_magic_of_the_placebo,The magic of the placebo,"Sugar pills, injections of nothing -- studies show that, more often than you'd expect, placebos really work. At TEDMED, magician Eric Mead does a trick to prove that, even when you know something's not real, you can still react as powerfully as if it is. (Warning: This talk is not suitable for viewers who are disturbed by needles or blood.)",0:08:40,8.666666667,1222363,2010-03-12T09:01:00+00:00,"['entertainment', 'illusion', 'magic', 'medicine', 'science']","['Bahasa Indonesia', 'Català', 'Dansk', 'Deutsch', 'English', 'Español', 'Français', 'Hrvatski', 'Italiano', 'Magyar', 'Nederlands', 'Polski', 'Português brasileiro', 'Português de Portugal', 'Română', 'Slovenčina', 'Svenska', 'Tiếng Việt', 'Türkçe', 'Čeština', 'Ελληνικά', 'Русский', 'Српски, Srpski', 'Українська', 'български', 'македонски', 'עברית', 'العربية', 'فارسى', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Eric Mead,Magician,,middle
https://www.ted.com/talks/anika_paulson_how_i_found_myself_through_music,How I found myself through music,"""Music is everywhere, and it is in everything,"" says musician, student and TED-Ed Clubs star Anika Paulson. Guitar in hand, she plays through the beats of her life in an exploration of how music connects us and makes us what we are.",0:09:10,9.166666667,1221238,2017-08-21T14:37:50+00:00,"['music', 'guitar', 'live music', 'performance', 'personal growth', 'TED-Ed', 'entertainment']","['Deutsch', 'English', 'Español', 'Français', 'Magyar', 'Nederlands', 'Português brasileiro', 'Português de Portugal', 'Tiếng Việt', 'Türkçe', 'Русский', 'Українська', 'العربية', 'فارسى', 'မြန်မာဘာသာ', '中文 (简体)', '中文 (粵語)', '中文 (繁體)', '日本語', '한국어']",Anika Paulson,"Student, musician",,middle
